0.020000    0.000000
0.040000    0.000000
0.060000    0.000000
0.080000    0.000000
0.100000    0.000000
0.120000    0.000000
0.140000    0.000000
0.160000    0.000000
0.180000    0.000000
0.200000    0.000000
0.220000    0.000000
0.240000    0.000000
0.260000    0.000000
0.280000    0.000000
0.300000    0.000000
0.320000    0.000000
0.340000    0.000000
0.360000    0.000000
0.380000    0.000000
0.400000    0.000000
0.420000    0.000000
0.440000    0.000000
0.460000    0.000000
0.480000    0.000000
0.500000    0.000000
0.520000    0.000000
0.540000    0.000000
0.560000    0.000000
0.580000    0.000000
0.600000    0.000000
0.620000    0.000000
0.640000    0.000000
0.660000    0.000000
0.680000    0.000000
0.700000    0.000000
0.720000    0.000000
0.740000    0.000000
0.760000    0.000000
0.780000    0.000000
0.800000    0.000000
0.820000    0.000000
0.840000    0.000000
0.860000    0.000000
0.880000    0.000000
0.900000    0.000000
0.920000    0.000000
0.940000    0.000000
0.960000    0.000000
0.980000    0.000000
1.000000    0.000000
1.020000    2.767292
1.040000    2.720886
1.060000    2.680041
1.080000    2.625842
1.100000    2.591447
1.120000    2.554234
1.140000    2.518400
1.160000    2.487807
1.180000    2.467434
1.200000    2.429257
1.220000    0.883786
1.240000    0.870452
1.260000    0.867522
1.280000    0.862128
1.300000    0.854056
1.320000    0.846267
1.340000    0.840684
1.360000    0.834924
1.380000    0.834638
1.400000    0.831507
1.420000    0.826064
1.440000    0.828855
1.460000    0.827170
1.480000    0.825129
1.500000    0.825315
1.520000    0.825285
1.540000    0.824642
1.560000    0.830221
1.580000    0.832920
1.600000    0.837262
1.620000    0.841108
1.640000    0.848815
1.660000    0.850162
1.680000    0.861241
1.700000    0.872891
1.720000    0.882598
1.740000    0.897028
1.760000    0.905001
1.780000    0.924166
1.800000    0.935289
1.820000    0.954222
1.840000    0.968935
1.860000    0.984643
1.880000    1.000733
1.900000    1.012121
1.920000    1.031050
1.940000    1.041285
1.960000    1.051228
1.980000    1.067433
2.000000    1.084090
2.020000    1.098984
2.040000    1.110955
2.060000    1.117525
2.080000    1.122462
2.100000    1.125287
2.120000    1.117880
2.140000    1.115193
2.160000    1.102972
2.180000    1.090183
2.200000    1.074096
2.220000    1.052779
2.240000    1.034598
2.260000    1.016750
2.280000    1.001922
2.300000    0.991482
2.320000    0.980428
2.340000    0.972574
2.360000    0.967022
2.380000    0.962585
2.400000    0.961253
2.420000    0.960742
2.440000    0.961030
2.460000    0.964437
2.480000    0.965370
2.500000    0.964451
2.520000    0.968709
2.540000    0.966964
2.560000    0.968530
2.580000    0.971405
2.600000    0.974629
2.620000    0.977167
2.640000    0.980799
2.660000    0.981441
2.680000    0.982367
2.700000    0.987823
2.720000    0.991398
2.740000    0.993520
2.760000    0.995973
2.780000    0.999098
2.800000    1.003754
2.820000    1.005833
2.840000    1.006067
2.860000    1.006930
2.880000    1.010506
2.900000    1.012601
2.920000    1.013969
2.940000    1.017300
2.960000    1.018170
2.980000    1.018004
3.000000    1.016673
3.020000    1.017187
3.040000    1.016367
3.060000    1.017009
3.080000    1.014684
3.100000    1.014599
3.120000    1.011960
3.140000    1.011311
3.160000    1.013737
3.180000    1.007232
3.200000    1.006947
3.220000    1.005327
3.240000    1.003595
3.260000    1.001571
3.280000    0.999215
3.300000    0.997968
3.320000    0.995946
3.340000    0.994504
3.360000    0.993103
3.380000    0.994493
3.400000    0.994203
3.420000    0.993882
3.440000    0.992272
3.460000    0.992993
3.480000    0.994736
3.500000    0.993435
3.520000    0.994875
3.540000    0.994898
3.560000    0.996465
3.580000    0.997339
3.600000    0.998281
3.620000    0.996737
3.640000    0.998470
3.660000    0.999295
3.680000    0.999562
3.700000    1.000412
3.720000    1.001743
3.740000    1.002947
3.760000    1.002033
3.780000    1.002494
3.800000    1.004066
3.820000    1.001418
3.840000    1.003054
3.860000    1.002384
3.880000    1.003803
3.900000    1.003073
3.920000    1.004596
3.940000    1.003895
3.960000    1.003938
3.980000    1.003179
4.000000    1.003793
